Perfil,Algoritmo,Semilla,Pasos,Distancia_km,Area_Covered_km2,Likelihood_Score,Acierto_Informada,Acierto_Ciega
demencia,lawnmower,18,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,19,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,2,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,20,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,21,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,22,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,23,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,24,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,25,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,26,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,27,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,28,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,29,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,3,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,30,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,31,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,32,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
demencia,lawnmower,33,1001,10.82916502004074,0.8481292067460404,0.01945838949774242,2.3,2.3
